Latitude,Longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,First Yr Annual (MWh),Breakeven Price ($/MWh),Reference Price ($/MWh),Total Capacity (MW),Annual
49.06,-122.81,Commercial,Flat,,248.52,125.77,87.21,0.2,4.95
49.06,-122.81,Commercial,Time of use,,248.52,101.17,87.21,0.2,4.95
49.06,-122.81,Community,Flat,,248.52,119.54,87.21,0.2,4.95
49.06,-122.81,Community,Time of use,,248.52,96.17,87.21,0.2,4.95
49.06,-122.81,Residential,Flat,,6.12,160.05,97.75,0.005,4.95
49.06,-122.81,Residential,Time of use,,6.12,133.6,97.75,0.005,4.95
49.06,-122.81,Utility Fixed,Flat,No Tariff,62131.97,99.05,47.71,50,4.95
49.06,-122.81,Utility Fixed,Flat,Tariff,62131.97,127.15,47.71,50,4.95
49.06,-122.81,Utility Fixed,Time of use,No Tariff,62131.97,79.68,47.71,50,4.95
49.06,-122.81,Utility Fixed,Time of use,Tariff,62131.97,102.28,47.71,50,4.95
49.06,-122.81,Utility Tracker,Flat,No Tariff,76091.2,86.43,47.71,50,4.95
49.06,-122.81,Utility Tracker,Flat,Tariff,76091.2,109.34,47.71,50,4.95
49.06,-122.81,Utility Tracker,Time of use,No Tariff,76091.2,69.53,47.71,50,4.95
49.06,-122.81,Utility Tracker,Time of use,Tariff,76091.2,87.97,47.71,50,4.95
49.9,-97.75,Commercial,Flat,,282,112.43,66.4,0.2,4.71
49.9,-97.75,Commercial,Time of use,,282,91.97,66.4,0.2,4.71
49.9,-97.75,Community,Flat,,282,99.73,66.4,0.2,4.71
49.9,-97.75,Community,Time of use,,282,81.58,66.4,0.2,4.71
49.9,-97.75,Residential,Flat,,6.85,146.11,87.21,0.005,4.71
49.9,-97.75,Residential,Time of use,,6.85,123.23,87.21,0.005,4.71
49.9,-97.75,Utility Fixed,Flat,No Tariff,70502.36,86.35,33.42,50,4.71
49.9,-97.75,Utility Fixed,Flat,Tariff,70502.36,114.88,33.42,50,4.71
49.9,-97.75,Utility Fixed,Time of use,No Tariff,70502.36,70.63,33.42,50,4.71
49.9,-97.75,Utility Fixed,Time of use,Tariff,70502.36,93.97,33.42,50,4.71
49.9,-97.75,Utility Tracker,Flat,No Tariff,87291.07,74.77,33.42,50,4.71
49.9,-97.75,Utility Tracker,Flat,Tariff,87291.07,97.78,33.42,50,4.71
49.9,-97.75,Utility Tracker,Time of use,No Tariff,87291.07,61.07,33.42,50,4.71
49.9,-97.75,Utility Tracker,Time of use,Tariff,87291.07,79.86,33.42,50,4.71
54.11,-110.08,Commercial,Flat,,258.55,111.25,84.13,0.2,4.56
54.11,-110.08,Commercial,Time of use,,258.55,81.54,84.13,0.2,4.56
54.11,-110.08,Community,Flat,,258.55,105.66,84.13,0.2,4.56
54.11,-110.08,Community,Time of use,,258.55,77.44,84.13,0.2,4.56
54.11,-110.08,Residential,Flat,,6.19,146.51,97.06,0.005,4.56
54.11,-110.08,Residential,Time of use,,6.19,111.37,97.06,0.005,4.56
54.11,-110.08,Utility Fixed,Flat,No Tariff,64638.73,87.65,25.98,50,4.56
54.11,-110.08,Utility Fixed,Flat,Tariff,64638.73,96.63,25.98,50,4.56
54.11,-110.08,Utility Fixed,Time of use,No Tariff,64638.73,64.24,25.98,50,4.56
54.11,-110.08,Utility Fixed,Time of use,Tariff,64638.73,70.82,25.98,50,4.56
54.11,-110.08,Utility Tracker,Flat,No Tariff,80557.31,75.25,25.98,50,4.56
54.11,-110.08,Utility Tracker,Flat,Tariff,80557.31,82.44,25.98,50,4.56
54.11,-110.08,Utility Tracker,Time of use,No Tariff,80557.31,56.2,25.98,50,4.56
54.11,-110.08,Utility Tracker,Time of use,Tariff,80557.31,61.57,25.98,50,4.56
47.73,-80.33,Commercial,Flat,,268.35,118.96,146.51,0.2,4.28
47.73,-80.33,Commercial,Time of use,,268.35,97.09,146.51,0.2,4.28
47.73,-80.33,Community,Flat,,268.35,105.98,146.51,0.2,4.28
47.73,-80.33,Community,Time of use,,268.35,86.5,146.51,0.2,4.28
47.73,-80.33,Residential,Flat,,6.55,152.42,125.93,0.005,4.28
47.73,-80.33,Residential,Time of use,,6.55,125.76,125.93,0.005,4.28
47.73,-80.33,Utility Fixed,Flat,No Tariff,67089.65,92.18,18.64,50,4.28
47.73,-80.33,Utility Fixed,Flat,Tariff,67089.65,93.69,18.64,50,4.28
47.73,-80.33,Utility Fixed,Time of use,No Tariff,67089.65,75.23,18.64,50,4.28
47.73,-80.33,Utility Fixed,Time of use,Tariff,67089.65,76.46,18.64,50,4.28
47.73,-80.33,Utility Tracker,Flat,No Tariff,81042.93,81.49,18.64,50,4.28
47.73,-80.33,Utility Tracker,Flat,Tariff,81042.93,82.74,18.64,50,4.28
47.73,-80.33,Utility Tracker,Time of use,No Tariff,81042.93,66.41,18.64,50,4.28
47.73,-80.33,Utility Tracker,Time of use,Tariff,81042.93,67.42,18.64,50,4.28
53.9,-110.9,Commercial,Flat,,247.04,116.38,84.13,0.2,4.57
53.9,-110.9,Commercial,Time of use,,247.04,84.28,84.13,0.2,4.57
53.9,-110.9,Community,Flat,,247.04,110.53,84.13,0.2,4.57
53.9,-110.9,Community,Time of use,,247.04,80.05,84.13,0.2,4.57
53.9,-110.9,Residential,Flat,,5.96,151.93,97.06,0.005,4.57
53.9,-110.9,Residential,Time of use,,5.96,114.89,97.06,0.005,4.57
53.9,-110.9,Utility Fixed,Flat,No Tariff,61760.86,91.48,25.98,50,4.57
53.9,-110.9,Utility Fixed,Flat,Tariff,61760.86,100.87,25.98,50,4.57
53.9,-110.9,Utility Fixed,Time of use,No Tariff,61760.86,66.26,25.98,50,4.57
53.9,-110.9,Utility Fixed,Time of use,Tariff,61760.86,73.06,25.98,50,4.57
53.9,-110.9,Utility Tracker,Flat,No Tariff,77255.2,78.24,25.98,50,4.57
53.9,-110.9,Utility Tracker,Flat,Tariff,77255.2,85.74,25.98,50,4.57
53.9,-110.9,Utility Tracker,Time of use,No Tariff,77255.2,57.93,25.98,50,4.57
53.9,-110.9,Utility Tracker,Time of use,Tariff,77255.2,63.48,25.98,50,4.57
50.02,-114.92,Commercial,Flat,,249.94,122.7,87.21,0.2,4.52
50.02,-114.92,Commercial,Time of use,,249.94,99.22,87.21,0.2,4.52
50.02,-114.92,Community,Flat,,249.94,116.53,87.21,0.2,4.52
50.02,-114.92,Community,Time of use,,249.94,94.23,87.21,0.2,4.52
50.02,-114.92,Residential,Flat,,6.08,158.97,97.75,0.005,4.52
50.02,-114.92,Residential,Time of use,,6.08,130.87,97.75,0.005,4.52
50.02,-114.92,Utility Fixed,Flat,No Tariff,62485.92,96.17,47.71,50,4.52
50.02,-114.92,Utility Fixed,Flat,Tariff,62485.92,123.97,47.71,50,4.52
50.02,-114.92,Utility Fixed,Time of use,No Tariff,62485.92,77.77,47.71,50,4.52
50.02,-114.92,Utility Fixed,Time of use,Tariff,62485.92,100.24,47.71,50,4.52
50.02,-114.92,Utility Tracker,Flat,No Tariff,76675.8,83.72,47.71,50,4.52
50.02,-114.92,Utility Tracker,Flat,Tariff,76675.8,106.3,47.71,50,4.52
50.02,-114.92,Utility Tracker,Time of use,No Tariff,76675.8,67.8,47.71,50,4.52
50.02,-114.92,Utility Tracker,Time of use,Tariff,76675.8,86.08,47.71,50,4.52
49.97,-101.23,Commercial,Flat,,280.66,112.97,66.4,0.2,4.93
49.97,-101.23,Commercial,Time of use,,280.66,92.9,66.4,0.2,4.93
49.97,-101.23,Community,Flat,,280.66,100.2,66.4,0.2,4.93
49.97,-101.23,Community,Time of use,,280.66,82.41,66.4,0.2,4.93
49.97,-101.23,Residential,Flat,,6.8,147.26,87.21,0.005,4.93
49.97,-101.23,Residential,Time of use,,6.8,124.12,87.21,0.005,4.93
49.97,-101.23,Utility Fixed,Flat,No Tariff,70167.1,86.69,33.42,50,4.93
49.97,-101.23,Utility Fixed,Flat,Tariff,70167.1,115.34,33.42,50,4.93
49.97,-101.23,Utility Fixed,Time of use,No Tariff,70167.1,71.28,33.42,50,4.93
49.97,-101.23,Utility Fixed,Time of use,Tariff,70167.1,94.84,33.42,50,4.93
49.97,-101.23,Utility Tracker,Flat,No Tariff,87416.48,74.49,33.42,50,4.93
49.97,-101.23,Utility Tracker,Flat,Tariff,87416.48,97.4,33.42,50,4.93
49.97,-101.23,Utility Tracker,Time of use,No Tariff,87416.48,61.17,33.42,50,4.93
49.97,-101.23,Utility Tracker,Time of use,Tariff,87416.48,79.99,33.42,50,4.93
49.3,-115.11,Commercial,Flat,,249.41,122.91,87.21,0.2,4.49
49.3,-115.11,Commercial,Time of use,,249.41,99.11,87.21,0.2,4.49
49.3,-115.11,Community,Flat,,249.41,116.73,87.21,0.2,4.49
49.3,-115.11,Community,Time of use,,249.41,94.12,87.21,0.2,4.49
49.3,-115.11,Residential,Flat,,6.12,157.97,97.75,0.005,4.49
49.3,-115.11,Residential,Time of use,,6.12,131.06,97.75,0.005,4.49
49.3,-115.11,Utility Fixed,Flat,No Tariff,62354.83,96.32,47.71,50,4.49
49.3,-115.11,Utility Fixed,Flat,Tariff,62354.83,124.15,47.71,50,4.49
49.3,-115.11,Utility Fixed,Time of use,No Tariff,62354.83,77.66,47.71,50,4.49
49.3,-115.11,Utility Fixed,Time of use,Tariff,62354.83,100.1,47.71,50,4.49
49.3,-115.11,Utility Tracker,Flat,No Tariff,76582.2,83.85,47.71,50,4.49
49.3,-115.11,Utility Tracker,Flat,Tariff,76582.2,106.45,47.71,50,4.49
49.3,-115.11,Utility Tracker,Time of use,No Tariff,76582.2,67.71,47.71,50,4.49
49.3,-115.11,Utility Tracker,Time of use,Tariff,76582.2,85.97,47.71,50,4.49
44.94,-64,Commercial,Flat,,278.93,115.23,127.7,0.2,4.02
44.94,-64,Commercial,Time of use,,278.93,100.92,127.7,0.2,4.02
44.94,-64,Community,Flat,,278.93,100.55,127.7,0.2,4.02
44.94,-64,Community,Time of use,,278.93,88.06,127.7,0.2,4.02
44.94,-64,Residential,Flat,,6.83,148.6,142.7,0.005,4.02
44.94,-64,Residential,Time of use,,6.83,132.4,142.7,0.005,4.02
44.94,-64,Utility Fixed,Flat,No Tariff,69733.15,87.41,80.15,50,4.02
44.94,-64,Utility Fixed,Flat,Tariff,69733.15,139.69,80.15,50,4.02
44.94,-64,Utility Fixed,Time of use,No Tariff,69733.15,76.56,80.15,50,4.02
44.94,-64,Utility Fixed,Time of use,Tariff,69733.15,122.35,80.15,50,4.02
44.94,-64,Utility Tracker,Flat,No Tariff,86027.22,76.01,80.15,50,4.02
44.94,-64,Utility Tracker,Flat,Tariff,86027.22,118.4,80.15,50,4.02
44.94,-64,Utility Tracker,Time of use,No Tariff,86027.22,67.25,80.15,50,4.02
44.94,-64,Utility Tracker,Time of use,Tariff,86027.22,104.76,80.15,50,4.02
46.38,-82.65,Commercial,Flat,,276.36,115.46,146.51,0.2,4.29
46.38,-82.65,Commercial,Time of use,,276.36,94.41,146.51,0.2,4.29
46.38,-82.65,Community,Flat,,276.36,102.87,146.51,0.2,4.29
46.38,-82.65,Community,Time of use,,276.36,84.11,146.51,0.2,4.29
46.38,-82.65,Residential,Flat,,6.8,146.66,125.93,0.005,4.29
46.38,-82.65,Residential,Time of use,,6.8,120.67,125.93,0.005,4.29
46.38,-82.65,Utility Fixed,Flat,No Tariff,69092.18,89.57,18.64,50,4.29
46.38,-82.65,Utility Fixed,Flat,Tariff,69092.18,91.04,18.64,50,4.29
46.38,-82.65,Utility Fixed,Time of use,No Tariff,69092.18,73.24,18.64,50,4.29
46.38,-82.65,Utility Fixed,Time of use,Tariff,69092.18,74.43,18.64,50,4.29
46.38,-82.65,Utility Tracker,Flat,No Tariff,85310.78,77.56,18.64,50,4.29
46.38,-82.65,Utility Tracker,Flat,Tariff,85310.78,78.75,18.64,50,4.29
46.38,-82.65,Utility Tracker,Time of use,No Tariff,85310.78,63.31,18.64,50,4.29
46.38,-82.65,Utility Tracker,Time of use,Tariff,85310.78,64.27,18.64,50,4.29
49.67,-97.99,Commercial,Flat,,281.86,112.48,66.4,0.2,4.75
49.67,-97.99,Commercial,Time of use,,281.86,92.11,66.4,0.2,4.75
49.67,-97.99,Community,Flat,,281.86,99.78,66.4,0.2,4.75
49.67,-97.99,Community,Time of use,,281.86,81.7,66.4,0.2,4.75
49.67,-97.99,Residential,Flat,,6.85,146.2,87.21,0.005,4.75
49.67,-97.99,Residential,Time of use,,6.85,123.32,87.21,0.005,4.75
49.67,-97.99,Utility Fixed,Flat,No Tariff,70467.17,86.38,33.42,50,4.75
49.67,-97.99,Utility Fixed,Flat,Tariff,70467.17,114.93,33.42,50,4.75
49.67,-97.99,Utility Fixed,Time of use,No Tariff,70467.17,70.73,33.42,50,4.75
49.67,-97.99,Utility Fixed,Time of use,Tariff,70467.17,94.1,33.42,50,4.75
49.67,-97.99,Utility Tracker,Flat,No Tariff,87617.14,74.5,33.42,50,4.75
49.67,-97.99,Utility Tracker,Flat,Tariff,87617.14,97.42,33.42,50,4.75
49.67,-97.99,Utility Tracker,Time of use,No Tariff,87617.14,60.91,33.42,50,4.75
49.67,-97.99,Utility Tracker,Time of use,Tariff,87617.14,79.64,33.42,50,4.75
45.01,-75.23,Commercial,Flat,,274.5,116.25,146.51,0.2,4.6
45.01,-75.23,Commercial,Time of use,,274.5,94.18,146.51,0.2,4.6
45.01,-75.23,Community,Flat,,274.5,103.57,146.51,0.2,4.6
45.01,-75.23,Community,Time of use,,274.5,83.91,146.51,0.2,4.6
45.01,-75.23,Residential,Flat,,6.77,147.47,125.93,0.005,4.6
45.01,-75.23,Residential,Time of use,,6.77,121.6,125.93,0.005,4.6
45.01,-75.23,Utility Fixed,Flat,No Tariff,68626,90.15,18.64,50,4.6
45.01,-75.23,Utility Fixed,Flat,Tariff,68626,91.62,18.64,50,4.6
45.01,-75.23,Utility Fixed,Time of use,No Tariff,68626,73.03,18.64,50,4.6
45.01,-75.23,Utility Fixed,Time of use,Tariff,68626,74.22,18.64,50,4.6
45.01,-75.23,Utility Tracker,Flat,No Tariff,83594.81,79.07,18.64,50,4.6
45.01,-75.23,Utility Tracker,Flat,Tariff,83594.81,80.28,18.64,50,4.6
45.01,-75.23,Utility Tracker,Time of use,No Tariff,83594.81,63.99,18.64,50,4.6
45.01,-75.23,Utility Tracker,Time of use,Tariff,83594.81,64.97,18.64,50,4.6
49.87,-95.9,Commercial,Flat,,273.87,115.45,66.4,0.2,4.6
49.87,-95.9,Commercial,Time of use,,273.87,94.46,66.4,0.2,4.6
49.87,-95.9,Community,Flat,,273.87,102.37,66.4,0.2,4.6
49.87,-95.9,Community,Time of use,,273.87,83.76,66.4,0.2,4.6
49.87,-95.9,Residential,Flat,,6.66,150.06,87.21,0.005,4.6
49.87,-95.9,Residential,Time of use,,6.66,125.92,87.21,0.005,4.6
49.87,-95.9,Utility Fixed,Flat,No Tariff,68469.1,88.53,33.42,50,4.6
49.87,-95.9,Utility Fixed,Flat,Tariff,68469.1,117.91,33.42,50,4.6
49.87,-95.9,Utility Fixed,Time of use,No Tariff,68469.1,72.43,33.42,50,4.6
49.87,-95.9,Utility Fixed,Time of use,Tariff,68469.1,96.47,33.42,50,4.6
49.87,-95.9,Utility Tracker,Flat,No Tariff,84986.57,76.48,33.42,50,4.6
49.87,-95.9,Utility Tracker,Flat,Tariff,84986.57,100.11,33.42,50,4.6
49.87,-95.9,Utility Tracker,Time of use,No Tariff,84986.57,62.47,33.42,50,4.6
49.87,-95.9,Utility Tracker,Time of use,Tariff,84986.57,81.77,33.42,50,4.6
43.59,-80.56,Commercial,Flat,,272.33,117.15,146.51,0.2,4.16
43.59,-80.56,Commercial,Time of use,,272.33,95.36,146.51,0.2,4.16
43.59,-80.56,Community,Flat,,272.33,104.37,146.51,0.2,4.16
43.59,-80.56,Community,Time of use,,272.33,84.96,146.51,0.2,4.16
43.59,-80.56,Residential,Flat,,6.75,147.86,125.93,0.005,4.16
43.59,-80.56,Residential,Time of use,,6.75,121.56,125.93,0.005,4.16
43.59,-80.56,Utility Fixed,Flat,No Tariff,68082.62,90.8,18.64,50,4.16
43.59,-80.56,Utility Fixed,Flat,Tariff,68082.62,92.29,18.64,50,4.16
43.59,-80.56,Utility Fixed,Time of use,No Tariff,68082.62,73.91,18.64,50,4.16
43.59,-80.56,Utility Fixed,Time of use,Tariff,68082.62,75.12,18.64,50,4.16
43.59,-80.56,Utility Tracker,Flat,No Tariff,83738.13,78.91,18.64,50,4.16
43.59,-80.56,Utility Tracker,Flat,Tariff,83738.13,80.12,18.64,50,4.16
43.59,-80.56,Utility Tracker,Time of use,No Tariff,83738.13,64.18,18.64,50,4.16
43.59,-80.56,Utility Tracker,Time of use,Tariff,83738.13,65.16,18.64,50,4.16
44.96,-63.5,Commercial,Flat,,264.58,121.47,127.7,0.2,3.97
44.96,-63.5,Commercial,Time of use,,264.58,106.51,127.7,0.2,3.97
44.96,-63.5,Community,Flat,,264.58,105.99,127.7,0.2,3.97
44.96,-63.5,Community,Time of use,,264.58,92.94,127.7,0.2,3.97
44.96,-63.5,Residential,Flat,,6.5,156.25,142.7,0.005,3.97
44.96,-63.5,Residential,Time of use,,6.5,139.18,142.7,0.005,3.97
44.96,-63.5,Utility Fixed,Flat,No Tariff,66146.15,91.92,80.15,50,3.97
44.96,-63.5,Utility Fixed,Flat,Tariff,66146.15,147.01,80.15,50,3.97
44.96,-63.5,Utility Fixed,Time of use,No Tariff,66146.15,80.61,80.15,50,3.97
44.96,-63.5,Utility Fixed,Time of use,Tariff,66146.15,128.92,80.15,50,3.97
44.96,-63.5,Utility Tracker,Flat,No Tariff,80296.74,81.13,80.15,50,3.97
44.96,-63.5,Utility Tracker,Flat,Tariff,80296.74,126.52,80.15,50,3.97
44.96,-63.5,Utility Tracker,Time of use,No Tariff,80296.74,71.88,80.15,50,3.97
44.96,-63.5,Utility Tracker,Time of use,Tariff,80296.74,112.09,80.15,50,3.97
44.58,-79.86,Commercial,Flat,,275.28,115.89,146.51,0.2,4.2
44.58,-79.86,Commercial,Time of use,,275.28,94.2,146.51,0.2,4.2
44.58,-79.86,Community,Flat,,275.28,103.25,146.51,0.2,4.2
44.58,-79.86,Community,Time of use,,275.28,83.92,146.51,0.2,4.2
44.58,-79.86,Residential,Flat,,6.83,146.15,125.93,0.005,4.2
44.58,-79.86,Residential,Time of use,,6.83,120.06,125.93,0.005,4.2
44.58,-79.86,Utility Fixed,Flat,No Tariff,68821.83,89.88,18.64,50,4.2
44.58,-79.86,Utility Fixed,Flat,Tariff,68821.83,91.35,18.64,50,4.2
44.58,-79.86,Utility Fixed,Time of use,No Tariff,68821.83,73.05,18.64,50,4.2
44.58,-79.86,Utility Fixed,Time of use,Tariff,68821.83,74.24,18.64,50,4.2
44.58,-79.86,Utility Tracker,Flat,No Tariff,84284.07,78.43,18.64,50,4.2
44.58,-79.86,Utility Tracker,Flat,Tariff,84284.07,79.63,18.64,50,4.2
44.58,-79.86,Utility Tracker,Time of use,No Tariff,84284.07,63.69,18.64,50,4.2
44.58,-79.86,Utility Tracker,Time of use,Tariff,84284.07,64.66,18.64,50,4.2
44.58,-64.62,Commercial,Flat,,267.7,120.05,127.7,0.2,4.14
44.58,-64.62,Commercial,Time of use,,267.7,105.26,127.7,0.2,4.14
44.58,-64.62,Community,Flat,,267.7,104.75,127.7,0.2,4.14
44.58,-64.62,Community,Time of use,,267.7,91.85,127.7,0.2,4.14
44.58,-64.62,Residential,Flat,,6.59,154.09,142.7,0.005,4.14
44.58,-64.62,Residential,Time of use,,6.59,137.54,142.7,0.005,4.14
44.58,-64.62,Utility Fixed,Flat,No Tariff,66926.09,90.89,80.15,50,4.14
44.58,-64.62,Utility Fixed,Flat,Tariff,66926.09,145.34,80.15,50,4.14
44.58,-64.62,Utility Fixed,Time of use,No Tariff,66926.09,79.7,80.15,50,4.14
44.58,-64.62,Utility Fixed,Time of use,Tariff,66926.09,127.45,80.15,50,4.14
44.58,-64.62,Utility Tracker,Flat,No Tariff,81719.59,79.79,80.15,50,4.14
44.58,-64.62,Utility Tracker,Flat,Tariff,81719.59,124.4,80.15,50,4.14
44.58,-64.62,Utility Tracker,Time of use,No Tariff,81719.59,70.68,80.15,50,4.14
44.58,-64.62,Utility Tracker,Time of use,Tariff,81719.59,110.19,80.15,50,4.14
46.07,-67.72,Commercial,Flat,,276.89,123.69,117.73,0.2,4.14
46.07,-67.72,Commercial,Time of use,,276.89,108.1,117.73,0.2,4.14
46.07,-67.72,Community,Flat,,276.89,107.92,117.73,0.2,4.14
46.07,-67.72,Community,Time of use,,276.89,94.32,117.73,0.2,4.14
46.07,-67.72,Residential,Flat,,6.75,160.25,124.32,0.005,4.14
46.07,-67.72,Residential,Time of use,,6.75,140.33,124.32,0.005,4.14
46.07,-67.72,Utility Fixed,Flat,No Tariff,69223.39,93.78,52,50,4.14
46.07,-67.72,Utility Fixed,Flat,Tariff,69223.39,139.77,52,50,4.14
46.07,-67.72,Utility Fixed,Time of use,No Tariff,69223.39,81.97,52,50,4.14
46.07,-67.72,Utility Fixed,Time of use,Tariff,69223.39,122.17,52,50,4.14
46.07,-67.72,Utility Tracker,Flat,No Tariff,84125.24,82.72,52,50,4.14
46.07,-67.72,Utility Tracker,Flat,Tariff,84125.24,120.57,52,50,4.14
46.07,-67.72,Utility Tracker,Time of use,No Tariff,84125.24,72.83,52,50,4.14
46.07,-67.72,Utility Tracker,Time of use,Tariff,84125.24,106.16,52,50,4.14
44.22,-76.62,Commercial,Flat,,280.81,113.66,146.51,0.2,4.14
44.22,-76.62,Commercial,Time of use,,280.81,92.51,146.51,0.2,4.14
44.22,-76.62,Community,Flat,,280.81,101.26,146.51,0.2,4.14
44.22,-76.62,Community,Time of use,,280.81,82.42,146.51,0.2,4.14
44.22,-76.62,Residential,Flat,,6.93,143.99,125.93,0.005,4.14
44.22,-76.62,Residential,Time of use,,6.93,118.83,125.93,0.005,4.14
44.22,-76.62,Utility Fixed,Flat,No Tariff,70203.12,88.23,18.64,50,4.14
44.22,-76.62,Utility Fixed,Flat,Tariff,70203.12,89.67,18.64,50,4.14
44.22,-76.62,Utility Fixed,Time of use,No Tariff,70203.12,71.81,18.64,50,4.14
44.22,-76.62,Utility Fixed,Time of use,Tariff,70203.12,72.98,18.64,50,4.14
44.22,-76.62,Utility Tracker,Flat,No Tariff,85817.76,77.14,18.64,50,4.14
44.22,-76.62,Utility Tracker,Flat,Tariff,85817.76,78.32,18.64,50,4.14
44.22,-76.62,Utility Tracker,Time of use,No Tariff,85817.76,62.72,18.64,50,4.14
44.22,-76.62,Utility Tracker,Time of use,Tariff,85817.76,63.68,18.64,50,4.14
44.24,-81.05,Commercial,Flat,,265.12,120.3,146.51,0.2,4.14
44.24,-81.05,Commercial,Time of use,,265.12,97.8,146.51,0.2,4.14
44.24,-81.05,Community,Flat,,265.12,107.18,146.51,0.2,4.14
44.24,-81.05,Community,Time of use,,265.12,87.14,146.51,0.2,4.14
44.24,-81.05,Residential,Flat,,6.59,151.34,125.93,0.005,4.14
44.24,-81.05,Residential,Time of use,,6.59,124.39,125.93,0.005,4.14
44.24,-81.05,Utility Fixed,Flat,No Tariff,66280.94,93.13,18.64,50,4.14
44.24,-81.05,Utility Fixed,Flat,Tariff,66280.94,94.65,18.64,50,4.14
44.24,-81.05,Utility Fixed,Time of use,No Tariff,66280.94,75.71,18.64,50,4.14
44.24,-81.05,Utility Fixed,Time of use,Tariff,66280.94,76.95,18.64,50,4.14
44.24,-81.05,Utility Tracker,Flat,No Tariff,81739.11,80.72,18.64,50,4.14
44.24,-81.05,Utility Tracker,Flat,Tariff,81739.11,81.95,18.64,50,4.14
44.24,-81.05,Utility Tracker,Time of use,No Tariff,81739.11,65.56,18.64,50,4.14
44.24,-81.05,Utility Tracker,Time of use,Tariff,81739.11,66.57,18.64,50,4.14
53.51,-113.6,Commercial,Flat,,262.03,109.74,84.13,0.2,4.14
53.51,-113.6,Commercial,Time of use,,262.03,79.25,84.13,0.2,4.14
53.51,-113.6,Community,Flat,,262.03,104.22,84.13,0.2,4.14
53.51,-113.6,Community,Time of use,,262.03,75.27,84.13,0.2,4.14
53.51,-113.6,Residential,Flat,,6.33,143.27,97.06,0.005,4.14
53.51,-113.6,Residential,Time of use,,6.33,110.27,97.06,0.005,4.14
53.51,-113.6,Utility Fixed,Flat,No Tariff,65509.87,86.46,25.98,50,4.14
53.51,-113.6,Utility Fixed,Flat,Tariff,65509.87,95.32,25.98,50,4.14
53.51,-113.6,Utility Fixed,Time of use,No Tariff,65509.87,62.46,25.98,50,4.14
53.51,-113.6,Utility Fixed,Time of use,Tariff,65509.87,68.85,25.98,50,4.14
53.51,-113.6,Utility Tracker,Flat,No Tariff,81451.51,74.37,25.98,50,4.14
53.51,-113.6,Utility Tracker,Flat,Tariff,81451.51,81.48,25.98,50,4.14
53.51,-113.6,Utility Tracker,Time of use,No Tariff,81451.51,54.98,25.98,50,4.14
53.51,-113.6,Utility Tracker,Time of use,Tariff,81451.51,60.23,25.98,50,4.14
51.99,-113.2,Commercial,Flat,,263.09,109.3,84.13,0.2,4.72
51.99,-113.2,Commercial,Time of use,,263.09,79.11,84.13,0.2,4.72
51.99,-113.2,Community,Flat,,263.09,103.8,84.13,0.2,4.72
51.99,-113.2,Community,Time of use,,263.09,75.13,84.13,0.2,4.72
51.99,-113.2,Residential,Flat,,6.37,142.36,97.06,0.005,4.72
51.99,-113.2,Residential,Time of use,,6.37,109.5,97.06,0.005,4.72
51.99,-113.2,Utility Fixed,Flat,No Tariff,65774.83,86.15,25.98,50,4.72
51.99,-113.2,Utility Fixed,Flat,Tariff,65774.83,94.97,25.98,50,4.72
51.99,-113.2,Utility Fixed,Time of use,No Tariff,65774.83,62.36,25.98,50,4.72
51.99,-113.2,Utility Fixed,Time of use,Tariff,65774.83,68.75,25.98,50,4.72
51.99,-113.2,Utility Tracker,Flat,No Tariff,81350.3,74.5,25.98,50,4.72
51.99,-113.2,Utility Tracker,Flat,Tariff,81350.3,81.62,25.98,50,4.72
51.99,-113.2,Utility Tracker,Time of use,No Tariff,81350.3,55.09,25.98,50,4.72
51.99,-113.2,Utility Tracker,Time of use,Tariff,81350.3,60.35,25.98,50,4.72
43.68,-80.42,Commercial,Flat,,269.97,118.17,146.51,0.2,4.16
43.68,-80.42,Commercial,Time of use,,269.97,96.35,146.51,0.2,4.16
43.68,-80.42,Community,Flat,,269.97,105.28,146.51,0.2,4.16
43.68,-80.42,Community,Time of use,,269.97,85.84,146.51,0.2,4.16
43.68,-80.42,Residential,Flat,,6.69,149.11,125.93,0.005,4.16
43.68,-80.42,Residential,Time of use,,6.69,122.73,125.93,0.005,4.16
43.68,-80.42,Utility Fixed,Flat,No Tariff,67493.54,91.56,18.64,50,4.16
43.68,-80.42,Utility Fixed,Flat,Tariff,67493.54,93.06,18.64,50,4.16
43.68,-80.42,Utility Fixed,Time of use,No Tariff,67493.54,74.65,18.64,50,4.16
43.68,-80.42,Utility Fixed,Time of use,Tariff,67493.54,75.87,18.64,50,4.16
43.68,-80.42,Utility Tracker,Flat,No Tariff,83412.07,79.2,18.64,50,4.16
43.68,-80.42,Utility Tracker,Flat,Tariff,83412.07,80.41,18.64,50,4.16
43.68,-80.42,Utility Tracker,Time of use,No Tariff,83412.07,64.52,18.64,50,4.16
43.68,-80.42,Utility Tracker,Time of use,Tariff,83412.07,65.51,18.64,50,4.16
51.2,-108.03,Commercial,Flat,,264.06,118.79,113.05,0.2,4.94
51.2,-108.03,Commercial,Time of use,,264.06,84.55,113.05,0.2,4.94
51.2,-108.03,Community,Flat,,264.06,107.12,113.05,0.2,4.94
51.2,-108.03,Community,Time of use,,264.06,76.24,113.05,0.2,4.94
51.2,-108.03,Residential,Flat,,6.41,154.68,165.82,0.005,4.94
